frp,brightness,is_industrial_map,vision_structure,vision_greenery,vision_built,persistence,ch4_concentration,aerosol_index,day_night,temperature,humidity,wind_speed,target_class
12.33739159464655,313.99774242362025,0,0.8342715278475545,58.525169113508305,0.011429345433755263,0.13017769458977058,1826.205273692981,3.7489944752007114,0,46.402370434409505,8.024920506912459,44.6884623716487,0
326.73494818853675,388.9931273302645,1,28.89189513097875,8.154415925545173,0.23577990434119472,0.09348628753126981,2549.5427649405374,4.943528925820069,1,38.55527884179041,27.978795840293383,18.969736467649184,1
519.4657338733844,420.03844232347245,1,4.050495888134461,12.613979055147205,0.9020274572184277,0.1802522297105726,2578.124753809874,2.8750413854350065,0,21.92681476866447,30.666655291690763,24.547696121240122,1
44.77339964125058,448.66505025984776,1,30.99467480069025,7.245839484800474,0.37872019315421107,0.16642176677689946,2820.0654190149194,3.668815940969977,1,44.08753883293676,65.38363351847245,33.003465071618244,1
22.090887879836206,313.06163075223344,0,1.0416685200516473,25.972431283351185,0.05767032146096095,0.1266800773017227,1919.6784132164858,2.095261117733792,1,32.90852564460466,63.2627653632069,16.35475344910706,3
52.827817586375936,322.8844113380755,0,2.0386535711370852,25.403114550022977,0.05654858750780937,0.14580143360819747,1904.8397381354541,0.8332009328034067,0,31.320108942151087,11.70780990480415,39.52413703502374,0
79.8608169819865,381.3522815247833,1,31.135777799626112,18.727555074581005,0.6107771637974134,0.08791097375682054,2841.8651387715518,4.599756311342812,1,44.151362861673114,70.17939857729544,25.817074198440817,1
24.75182385457563,314.7102284293974,0,1.591026028159451,27.2943305551316,0.025148478486106133,0.10171413823294057,1919.8323121318701,1.6218150311699373,1,32.669955998926376,32.17763643337756,14.151926619664899,0
32.791397321588185,314.49448338472433,0,0.546101093042084,58.327023645252446,0.033320795829629296,0.17665605178377367,1855.6779523105802,1.04939579615303,0,31.263743790001346,37.01851012946413,15.885289975385412,0
495.35849040543354,442.5913229070429,1,24.69601305696898,0.1946596548733397,0.46645113261348653,0.07107449935063369,2179.798051000524,4.386791305597051,0,43.287291117375574,36.00819058134909,19.120090517531082,1
2.0898600541700483,308.88703948770205,1,24.917301858280975,6.17190157096503,0.6996754132342645,0.6592347719813599,2149.3899309632143,0.41015436927163473,0,41.25167858664489,46.71740586568503,0.8262683225137096,2
468.14429418041595,326.78497443603504,0,1.9040490383217938,74.06589496062914,0.019011003519391972,0.14564326972237193,1860.4561445991178,3.3453762376711076,0,38.47177247978326,25.14478989039227,8.611590802176332,0
12.950870030147607,324.3534482376809,1,12.621835652702575,21.458970120342997,0.271609711382027,0.8844598129752071,2098.5652824577232,0.5206990828438346,1,13.077649634925464,81.13401219182425,9.939300527188058,2
104.07454288394612,377.6332938812823,1,41.87478515856036,3.177258594736494,0.8481916633062142,0.0825413208688498,2989.9760690512685,6.6409443409457145,1,31.65602434798387,49.42728759314042,9.981125599714906,1
27.331738144283904,368.0322046975494,0,2.140810729695231,86.80626338339633,0.032360650169775206,0.17755401975219198,1913.6021293644264,4.7103574739942635,1,42.41885692896253,29.407624150855316,28.227464857458187,0
31.54007076432223,367.2705677923424,0,0.5606732736513995,72.59317194368984,0.05697433770780287,0.04744981749936002,1855.7939667975195,3.8592113230311087,0,38.89045537522758,35.1751491358137,31.304515692013734,0
317.568094182287,414.5415772732369,1,27.97964017376257,7.0129309209563555,0.9324810723682575,0.15575748894702565,3359.148181577831,4.841653517899014,1,25.50235223084027,56.93171853198672,24.074493968882287,1
21.951111342583655,311.2308944976342,0,1.2909445918143356,10.680847060080708,0.010626640764422936,0.14106878765293715,1944.4714292403105,2.995674536529077,1,28.143491405619777,15.772830826443371,23.423008376929957,3
27.89169876683353,322.18199280353116,0,1.2131996856907892,44.59866455298145,0.029814949367523946,0.07893829336189445,1912.8634454798942,4.685075756648743,0,23.830819402088142,14.685398963691526,31.845740672962023,0
137.1241725524353,368.2235675588398,0,0.7339796106612334,51.24285403904213,0.0647488924382811,0.16202267893583616,1915.3779550438114,4.609582486504121,0,35.294902370384385,24.048521429990387,36.931807158671006,0
253.15070064798581,341.3460663799246,1,4.646096032758745,24.825280170618477,0.6004578632712737,0.14031171936578785,3008.039202942799,4.34231753713124,1,19.651248501832328,78.81965774018452,29.68480556828899,1
2.083097473727218,332.90402242638635,0,0.25412102530376957,20.08533795951536,0.03133459560328826,0.11549903296479162,1855.8985232996213,2.294937141965601,0,21.877644229862895,17.584086058430383,14.689801894499256,3
104.55302814023578,351.5931777803712,1,33.15569682346801,27.147032279196452,0.1540860389173369,0.12762268846233427,2650.281106371113,6.297000422095842,0,22.525815820399835,26.981688831539053,4.668807898367524,1
21.358117776570793,354.43039982355083,0,1.6504934417943282,77.16550235710456,0.022394711755675426,0.19097305613263882,1901.1686608365346,2.994593236301303,1,37.904739402093156,21.427201997689277,14.909239580046298,0
9.806585912225687,333.02719784521645,0,0.4383256747233463,96.50426858937013,0.001372888146540019,0.1526728846007822,1908.7604274755856,2.0583694449023033,0,34.0815191364299,28.792757844568428,6.922356967881349,0
2.313816283389291,314.98450458505886,0,1.0062725171601754,27.52407763999862,0.05138939047129933,0.09880404474284175,1849.5521312497715,0.9693649937610317,1,34.13322412053894,16.32556552708109,15.887062788016193,3
20.63788192910647,322.93468166687734,0,1.622408353472006,13.598009890549484,0.04923836854463732,0.09389095051523592,1928.4512212525522,2.3635634524586915,1,24.547055917288397,28.698056366056687,7.720960633584231,3
8.777718430237137,381.0387779872509,0,2.0361712064723396,26.698851308715287,0.022548381981871996,0.02363296552433125,1896.6410881900565,3.330242810509478,0,44.81427235170338,31.522273401724345,37.13923721539394,0
104.69462979374562,316.4920756480219,0,1.4513600308597745,43.25120079277564,0.06936932857677777,0.11237333842875473,1846.2456545769373,3.5593015095511062,1,41.237627771631736,15.623556876927342,20.109155447051794,0
500.2130430119514,375.0062001288265,1,19.651869667467768,25.074650397893613,0.12899525072864765,0.2897222324541644,2136.9300151792004,4.3007740966749495,1,43.50185901152415,76.78946455094115,20.923450308068443,1
77.72988467362663,410.3051157376399,1,12.328207643505502,15.503685465682421,0.9053414705918028,0.25001473615078484,2170.196903026172,7.175366796730275,0,44.22744625603231,79.7355307319714,3.843748104352551,1
9.097417807525927,304.0973455749662,1,27.08215297302008,3.5747920513208964,0.6178497150851471,0.640449070449116,1902.7088376510494,0.9963083274698119,0,12.328416203654193,73.42090385387316,17.656055678912406,2
106.03706880881214,326.3016674313871,0,1.4797218470532107,91.26164056344388,0.028017459736025083,0.14163623911663997,1872.9833686760526,2.200944155550145,0,40.332193471713154,15.959172941769214,18.21010116076394,0
5.454145790696763,315.57736220993945,0,1.8651121981635583,72.39235205447264,0.04666950120777277,0.19243450969490838,1861.2357637476075,1.7857043882683734,0,44.58357733292597,15.155066832622484,43.52890157762445,0
178.2105091438123,387.7204143750794,0,1.7385278077666189,43.468282263214604,0.006034763767181542,0.033243086381850584,1843.849001724514,1.8252227607774345,1,47.89161575076364,30.301601787642074,20.368073255168795,0
