latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
15.18476,76.66579,311.2,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,290.28,1.57,N
15.30111,76.21888,304.95,0.4,0.37,2026-08-26,2036,N,VIIRS,n,2.0NRT,289.96,0.69,N
15.33239,76.28411,306.46,0.4,0.37,2026-08-26,2036,N,VIIRS,n,2.0NRT,287.96,0.93,N
15.68362,78.45876,306.97,0.39,0.36,2026-08-26,2036,N,VIIRS,n,2.0NRT,292.66,0.94,N
16.63467,74.34213,301.82,0.47,0.4,2026-08-26,2036,N,VIIRS,n,2.0NRT,290.9,0.52,N
18.68293,73.03869,308.16,0.39,0.44,2026-08-26,2036,N,VIIRS,n,2.0NRT,291.72,2.52,N
18.68391,73.0312,312.29,0.39,0.44,2026-08-26,2036,N,VIIRS,n,2.0NRT,291.47,2.8,N
18.95733,73.94366,324.36,0.53,0.42,2026-08-26,2036,N,VIIRS,n,2.0NRT,290,2.23,N
11.18108,79.10128,303.57,0.43,0.38,2026-08-26,2038,N,VIIRS,n,2.0NRT,285.73,0.43,N
11.2694,80.00464,310.68,0.47,0.4,2026-08-26,2038,N,VIIRS,n,2.0NRT,285.63,1.4,N
11.80979,77.00835,302.99,0.38,0.36,2026-08-26,2038,N,VIIRS,n,2.0NRT,272.49,0.44,N
11.81618,77.91673,315.08,0.4,0.37,2026-08-26,2038,N,VIIRS,n,2.0NRT,286.24,2.03,N
32.29206,70.73114,305.52,0.56,0.69,2026-08-26,2212,N,VIIRS,n,2.0NRT,292.87,2.11,N
32.88802,71.61938,305.79,0.6,0.71,2026-08-26,2212,N,VIIRS,n,2.0NRT,292.02,2.92,N
33.2675,71.31137,320.75,0.57,0.69,2026-08-26,2212,N,VIIRS,n,2.0NRT,291.57,2.25,N
33.27002,71.31249,321.14,0.56,0.69,2026-08-26,2212,N,VIIRS,n,2.0NRT,291.23,2.72,N
8.07976,81.34676,341.29,0.44,0.46,2026-08-27,741,N,VIIRS,n,2.0NRT,297.32,3.62,D
8.16389,81.33283,331.58,0.44,0.46,2026-08-27,741,N,VIIRS,n,2.0NRT,297.15,2.9,D
8.18319,81.21323,333.47,0.45,0.47,2026-08-27,741,N,VIIRS,n,2.0NRT,297.42,4.85,D
8.18388,81.21734,335.58,0.45,0.47,2026-08-27,741,N,VIIRS,n,2.0NRT,295.36,3.52,D
8.18817,81.2166,332.07,0.45,0.47,2026-08-27,741,N,VIIRS,n,2.0NRT,296.28,2.87,D
8.39403,81.18223,333.39,0.45,0.47,2026-08-27,741,N,VIIRS,n,2.0NRT,292.71,2.83,D
8.49397,80.63341,341.23,0.48,0.48,2026-08-27,741,N,VIIRS,n,2.0NRT,292.78,4.77,D
8.53706,77.95217,335.66,0.37,0.58,2026-08-27,744,N,VIIRS,n,2.0NRT,291.67,2.88,D
8.53767,77.95551,330.37,0.37,0.58,2026-08-27,744,N,VIIRS,n,2.0NRT,291.3,2.88,D
8.90006,80.48241,343.34,0.49,0.48,2026-08-27,744,N,VIIRS,n,2.0NRT,287.95,5.58,D
8.92234,80.68958,340.84,0.47,0.48,2026-08-27,744,N,VIIRS,n,2.0NRT,287.91,5.85,D
8.93558,77.80733,336.01,0.37,0.58,2026-08-27,744,N,VIIRS,n,2.0NRT,294.19,2.63,D
9.13009,77.84245,341.07,0.36,0.58,2026-08-27,744,N,VIIRS,n,2.0NRT,296.5,4.92,D
9.1307,77.84574,335.59,0.36,0.58,2026-08-27,744,N,VIIRS,n,2.0NRT,296.02,4.28,D
9.13252,77.84334,338.51,0.36,0.58,2026-08-27,744,N,VIIRS,n,2.0NRT,296.56,3.68,D
9.13851,80.74121,330.75,0.46,0.47,2026-08-27,744,N,VIIRS,n,2.0NRT,296.36,5.95,D
9.20093,77.46384,331.96,0.38,0.59,2026-08-27,744,N,VIIRS,n,2.0NRT,295.68,1.61,D
9.30457,78.81348,334.81,0.62,0.54,2026-08-27,744,N,VIIRS,n,2.0NRT,296.26,0.98,D
9.30486,78.81577,336.81,0.62,0.54,2026-08-27,744,N,VIIRS,n,2.0NRT,296.38,6.54,D
9.38627,80.50593,341.96,0.48,0.48,2026-08-27,744,N,VIIRS,n,2.0NRT,296.78,3.62,D
9.4147,80.41617,330.97,0.48,0.48,2026-08-27,744,N,VIIRS,n,2.0NRT,295.31,2.19,D
9.42552,80.37328,340.3,0.49,0.48,2026-08-27,744,N,VIIRS,n,2.0NRT,295.98,7.33,D
9.45494,80.49021,344.21,0.48,0.48,2026-08-27,744,N,VIIRS,n,2.0NRT,295.5,5.54,D
9.91843,77.93557,335.55,0.35,0.56,2026-08-27,744,N,VIIRS,n,2.0NRT,294.03,2.57,D
9.9931,79.18903,333.06,0.57,0.52,2026-08-27,744,N,VIIRS,n,2.0NRT,295.75,1.7,D
10.02469,78.36389,334.84,0.32,0.55,2026-08-27,744,N,VIIRS,n,2.0NRT,295.39,2.55,D
10.28012,78.98431,339.64,0.58,0.52,2026-08-27,744,N,VIIRS,n,2.0NRT,296.95,7.07,D
10.87787,77.24078,330.18,0.37,0.58,2026-08-27,744,N,VIIRS,n,2.0NRT,295.55,3.26,D
10.99141,78.89906,338.6,0.57,0.52,2026-08-27,744,N,VIIRS,n,2.0NRT,298.76,10.52,D
11.69187,79.39234,332.69,0.52,0.5,2026-08-27,744,N,VIIRS,n,2.0NRT,295.48,1.98,D
12.19828,79.71751,331.74,0.48,0.48,2026-08-27,744,N,VIIRS,n,2.0NRT,293.89,2.89,D
17.64342,74.69589,335.54,0.41,0.61,2026-08-27,746,N,VIIRS,n,2.0NRT,291.34,4.07,D
20.78782,85.26209,335.01,0.39,0.36,2026-08-27,746,N,VIIRS,n,2.0NRT,289.15,1.55,D
20.86458,84.98833,338.21,0.39,0.36,2026-08-27,746,N,VIIRS,n,2.0NRT,293.29,4.15,D
20.884,84.98126,330.65,0.39,0.36,2026-08-27,746,N,VIIRS,n,2.0NRT,295.69,2.97,D
26.63018,70.38756,336.05,0.49,0.65,2026-08-27,748,N,VIIRS,n,2.0NRT,299.79,4.07,D
26.63397,70.38496,340.33,0.49,0.65,2026-08-27,748,N,VIIRS,n,2.0NRT,300.41,3.37,D
27.26775,88.31142,332.2,0.4,0.44,2026-08-27,748,N,VIIRS,n,2.0NRT,278.62,4.19,D
27.73219,68.73432,334.98,0.57,0.69,2026-08-27,748,N,VIIRS,n,2.0NRT,295.92,6.08,D
29.47649,70.75252,330.8,0.4,0.6,2026-08-27,750,N,VIIRS,n,2.0NRT,299.04,2.16,D
29.70477,72.60225,337.54,0.62,0.54,2026-08-27,750,N,VIIRS,n,2.0NRT,293.84,4.11,D
30.60386,74.03584,337.14,0.49,0.48,2026-08-27,750,N,VIIRS,n,2.0NRT,298.61,3.14,D
30.69802,74.17593,330.82,0.48,0.48,2026-08-27,750,N,VIIRS,l,2.0NRT,300.88,3.07,D
31.39647,72.43313,330.38,0.58,0.52,2026-08-27,750,N,VIIRS,n,2.0NRT,298.4,5.73,D
31.39734,72.43457,343.26,0.58,0.52,2026-08-27,750,N,VIIRS,n,2.0NRT,299.32,6.59,D
31.39786,72.4391,334.97,0.58,0.52,2026-08-27,750,N,VIIRS,n,2.0NRT,299.15,5.73,D
31.4112,72.16735,336.49,0.6,0.53,2026-08-27,750,N,VIIRS,n,2.0NRT,298.2,4.74,D
31.45704,72.16631,341.89,0.6,0.53,2026-08-27,750,N,VIIRS,n,2.0NRT,298.62,8.53,D
30.17446,72.42593,335.47,0.78,0.78,2026-08-27,930,N,VIIRS,n,2.0NRT,292.53,7.18,D
30.17456,72.42779,331.62,0.78,0.78,2026-08-27,930,N,VIIRS,n,2.0NRT,292.92,8.86,D
22.24742,87.38844,309.29,0.46,0.39,2026-08-27,2014,N,VIIRS,n,2.0NRT,285.15,1.81,N
22.3576,87.29176,305.77,0.46,0.39,2026-08-27,2014,N,VIIRS,n,2.0NRT,285.89,1.78,N
22.36518,87.3004,323.59,0.46,0.39,2026-08-27,2014,N,VIIRS,n,2.0NRT,287.19,3.88,N
22.3763,87.27986,324.45,0.46,0.39,2026-08-27,2014,N,VIIRS,n,2.0NRT,287.22,3.31,N
22.3771,87.27546,307.83,0.46,0.39,2026-08-27,2014,N,VIIRS,n,2.0NRT,286.36,1.49,N
22.78921,86.19717,327.01,0.41,0.37,2026-08-27,2014,N,VIIRS,n,2.0NRT,278.39,3.24,N
22.79055,86.20983,306.4,0.41,0.37,2026-08-27,2014,N,VIIRS,n,2.0NRT,278.4,1.08,N
23.54881,87.24468,296.44,0.44,0.39,2026-08-27,2014,N,VIIRS,n,2.0NRT,266.9,0.54,N
23.55232,87.24541,308.68,0.44,0.39,2026-08-27,2014,N,VIIRS,n,2.0NRT,275.15,0.54,N
23.55659,87.24186,305.1,0.44,0.38,2026-08-27,2014,N,VIIRS,n,2.0NRT,278.17,1.94,N
23.56009,87.24259,308.29,0.44,0.38,2026-08-27,2014,N,VIIRS,n,2.0NRT,278.93,1.94,N
23.56085,87.2383,327.01,0.44,0.38,2026-08-27,2014,N,VIIRS,n,2.0NRT,278.76,1.94,N
23.66214,87.15569,314.34,0.44,0.38,2026-08-27,2014,N,VIIRS,n,2.0NRT,274.6,2.08,N
23.66489,87.16066,304.31,0.44,0.38,2026-08-27,2014,N,VIIRS,n,2.0NRT,275.89,0.75,N
23.68629,87.12115,295.74,0.44,0.38,2026-08-27,2014,N,VIIRS,n,2.0NRT,261.37,0.41,N
23.69652,85.29062,304.11,0.39,0.36,2026-08-27,2014,N,VIIRS,n,2.0NRT,279.36,0.74,N
23.84105,85.30284,296.4,0.39,0.36,2026-08-27,2014,N,VIIRS,n,2.0NRT,270.04,0.35,N
25.81079,88.8863,303.34,0.49,0.4,2026-08-27,2014,N,VIIRS,n,2.0NRT,286.07,3.4,N
29.08417,88.0132,300.12,0.42,0.37,2026-08-27,2014,N,VIIRS,n,2.0NRT,280.25,1.48,N
29.457,76.86609,334.4,0.61,0.53,2026-08-27,2014,N,VIIRS,n,2.0NRT,289.84,7.66,N
29.90909,74.95557,306.55,0.4,0.6,2026-08-27,2014,N,VIIRS,n,2.0NRT,292.96,2.25,N
29.9094,74.95135,321.57,0.4,0.6,2026-08-27,2014,N,VIIRS,n,2.0NRT,293.15,13.61,N
29.90971,74.94712,350.51,0.4,0.6,2026-08-27,2014,N,VIIRS,n,2.0NRT,294.75,13.61,N
29.91002,74.94289,346.19,0.4,0.6,2026-08-27,2014,N,VIIRS,n,2.0NRT,292.71,12.52,N
29.91033,74.93867,305.44,0.4,0.6,2026-08-27,2014,N,VIIRS,n,2.0NRT,292.26,12.52,N
29.91498,74.95193,306.17,0.4,0.6,2026-08-27,2014,N,VIIRS,n,2.0NRT,293,1.59,N
29.91529,74.9477,308.09,0.4,0.6,2026-08-27,2014,N,VIIRS,n,2.0NRT,292.96,1.59,N
8.99971,80.67416,308.64,0.38,0.36,2026-08-27,2017,N,VIIRS,n,2.0NRT,291.14,1.16,N
9.49335,77.62408,304.15,0.47,0.4,2026-08-27,2017,N,VIIRS,n,2.0NRT,283.83,0.45,N
9.49338,77.62221,302,0.47,0.4,2026-08-27,2017,N,VIIRS,n,2.0NRT,281.79,0.44,N
10.14528,78.35623,306.72,0.44,0.38,2026-08-27,2017,N,VIIRS,n,2.0NRT,293.87,0.73,N
11.10949,77.76649,309.44,0.48,0.4,2026-08-27,2017,N,VIIRS,n,2.0NRT,292.92,1.12,N
11.17704,79.08945,307.88,0.42,0.38,2026-08-27,2017,N,VIIRS,n,2.0NRT,291.52,1.27,N
11.18222,79.10208,304.71,0.42,0.38,2026-08-27,2017,N,VIIRS,n,2.0NRT,290.78,2.06,N
11.26739,80.00417,312.59,0.4,0.37,2026-08-27,2017,N,VIIRS,n,2.0NRT,289.69,1.56,N
11.81603,77.91864,320.62,0.48,0.4,2026-08-27,2017,N,VIIRS,n,2.0NRT,290.36,2.43,N
11.81781,77.91653,311.73,0.48,0.4,2026-08-27,2017,N,VIIRS,n,2.0NRT,289.98,2.88,N
15.84457,79.77414,312.68,0.44,0.38,2026-08-27,2017,N,VIIRS,n,2.0NRT,293.76,3.7,N
15.99257,78.3996,304.82,0.51,0.41,2026-08-27,2017,N,VIIRS,n,2.0NRT,283.96,1.89,N
16.54488,79.75774,307.31,0.44,0.39,2026-08-27,2017,N,VIIRS,n,2.0NRT,293.17,3.09,N
17.46458,80.65409,319.97,0.42,0.37,2026-08-27,2017,N,VIIRS,n,2.0NRT,292.22,2.91,N
17.95565,80.79626,317.3,0.42,0.37,2026-08-27,2017,N,VIIRS,n,2.0NRT,291.82,2.91,N
17.95681,80.78843,308.3,0.42,0.37,2026-08-27,2017,N,VIIRS,n,2.0NRT,291.87,3.03,N
21.10433,72.64272,305.89,0.45,0.63,2026-08-27,2017,N,VIIRS,n,2.0NRT,264.87,2.66,N
22.38937,73.11508,295.06,0.43,0.62,2026-08-27,2017,N,VIIRS,n,2.0NRT,272.37,0.59,N
8.30407,77.63763,313.44,0.46,0.39,2026-08-27,2019,N,VIIRS,n,2.0NRT,293.13,1.33,N
8.30766,77.63818,310.18,0.46,0.39,2026-08-27,2019,N,VIIRS,n,2.0NRT,293.28,1.33,N
8.40721,80.75729,303.08,0.38,0.36,2026-08-27,2019,N,VIIRS,n,2.0NRT,285.68,0.38,N
8.41052,80.75783,302.76,0.38,0.36,2026-08-27,2019,N,VIIRS,n,2.0NRT,286.31,0.38,N
13.39244,80.10186,316.57,0.41,0.37,2026-08-27,2019,N,VIIRS,n,2.0NRT,295.63,2.51,N
13.70962,79.61949,310.51,0.42,0.38,2026-08-27,2019,N,VIIRS,n,2.0NRT,292.96,1.84,N
13.82483,79.2569,309.05,0.44,0.38,2026-08-27,2019,N,VIIRS,n,2.0NRT,292,1.07,N
15.02335,78.01398,308.39,0.52,0.41,2026-08-27,2019,N,VIIRS,n,2.0NRT,285.12,2.22,N
15.07126,76.86606,302.03,0.4,0.44,2026-08-27,2019,N,VIIRS,n,2.0NRT,286.05,1.52,N
15.17269,76.6937,297.01,0.41,0.45,2026-08-27,2019,N,VIIRS,n,2.0NRT,273.2,1.21,N
15.17371,76.65434,309.23,0.42,0.45,2026-08-27,2019,N,VIIRS,n,2.0NRT,285.98,2.19,N
15.17564,77.10123,299.95,0.39,0.44,2026-08-27,2019,N,VIIRS,n,2.0NRT,280.76,1.48,N
15.33388,76.28443,306.14,0.44,0.46,2026-08-27,2019,N,VIIRS,n,2.0NRT,289.24,1.24,N
15.33447,76.2467,304.65,0.44,0.46,2026-08-27,2019,N,VIIRS,n,2.0NRT,290.98,0.65,N
28.42398,69.70206,310.73,0.32,0.55,2026-08-27,2153,N,VIIRS,n,2.0NRT,296.06,1.46,N
32.88834,71.61575,316.14,0.33,0.55,2026-08-27,2153,N,VIIRS,n,2.0NRT,296.86,1.67,N
33.29675,71.1889,308.48,0.61,0.53,2026-08-27,2153,N,VIIRS,n,2.0NRT,294.71,0.62,N
33.80159,72.09836,307.55,0.33,0.55,2026-08-27,2153,N,VIIRS,n,2.0NRT,294.52,0.73,N
29.47338,76.864,304,0.78,0.78,2026-08-27,2155,N,VIIRS,n,2.0NRT,286.48,2.54,N
29.90638,74.95924,319.9,0.6,0.7,2026-08-27,2155,N,VIIRS,n,2.0NRT,292.24,19.52,N
29.90671,74.9599,317.64,0.6,0.7,2026-08-27,2155,N,VIIRS,n,2.0NRT,292.12,15.44,N
29.90808,74.95317,367,0.6,0.7,2026-08-27,2155,N,VIIRS,h,2.0NRT,294.32,14.38,N
29.90838,74.95381,367,0.6,0.7,2026-08-27,2155,N,VIIRS,h,2.0NRT,294.14,15.44,N
29.90978,74.9471,319.17,0.6,0.7,2026-08-27,2155,N,VIIRS,n,2.0NRT,292.2,14.38,N
29.91005,74.94773,319.45,0.6,0.7,2026-08-27,2155,N,VIIRS,n,2.0NRT,292.36,28.69,N
29.91436,74.95547,310.32,0.6,0.7,2026-08-27,2155,N,VIIRS,n,2.0NRT,292.87,14.38,N
29.91466,74.95614,306.96,0.6,0.7,2026-08-27,2155,N,VIIRS,n,2.0NRT,293.04,15.44,N
29.91607,74.94938,305.84,0.6,0.7,2026-08-27,2155,N,VIIRS,n,2.0NRT,292.75,14.38,N
8.57365,80.37617,329.17,0.52,0.67,2026-08-28,724,N,VIIRS,n,2.0NRT,282.05,3.95,D
8.66278,81.14859,330.04,0.46,0.64,2026-08-28,724,N,VIIRS,n,2.0NRT,287.35,2.39,D
8.71467,77.97586,332.45,0.75,0.77,2026-08-28,724,N,VIIRS,n,2.0NRT,291.91,6.6,D
8.72573,80.74754,337.93,0.49,0.65,2026-08-28,724,N,VIIRS,n,2.0NRT,291.49,7.24,D
8.72874,78.1054,335.79,0.73,0.76,2026-08-28,724,N,VIIRS,n,2.0NRT,291.61,9.62,D
8.73258,78.10741,334.15,0.73,0.76,2026-08-28,724,N,VIIRS,n,2.0NRT,291.19,7.04,D
8.97291,80.68935,336.86,0.49,0.65,2026-08-28,724,N,VIIRS,n,2.0NRT,287.05,7.29,D
9.277,78.39668,334.35,0.69,0.74,2026-08-28,724,N,VIIRS,n,2.0NRT,290.53,6.4,D
9.27714,78.39496,335.92,0.69,0.74,2026-08-28,724,N,VIIRS,n,2.0NRT,290.19,4.62,D
14.49166,79.70969,339.76,0.45,0.63,2026-08-28,726,N,VIIRS,n,2.0NRT,297.46,6.57,D
14.49187,79.7094,335.09,0.45,0.63,2026-08-28,726,N,VIIRS,n,2.0NRT,297.62,5.47,D
14.75162,79.71841,330.88,0.45,0.63,2026-08-28,726,N,VIIRS,n,2.0NRT,293.97,2.94,D
15.02867,79.75406,334.11,0.44,0.62,2026-08-28,726,N,VIIRS,n,2.0NRT,296.17,2.51,D
15.63637,79.58625,330.26,0.44,0.62,2026-08-28,726,N,VIIRS,n,2.0NRT,295.72,4.78,D
15.76769,79.49413,331.28,0.44,0.62,2026-08-28,726,N,VIIRS,n,2.0NRT,292.63,3.29,D
21.74797,83.84405,332.09,0.55,0.43,2026-08-28,729,N,VIIRS,n,2.0NRT,289.1,4.65,D
22.36216,87.01751,332.41,0.4,0.37,2026-08-28,729,N,VIIRS,n,2.0NRT,295.92,4.8,D
22.377,87.2805,341.05,0.4,0.37,2026-08-28,729,N,VIIRS,n,2.0NRT,291.28,7.49,D
26.60799,90.33498,336.49,0.43,0.38,2026-08-28,729,N,VIIRS,n,2.0NRT,289.46,5.57,D
28.31779,95.1801,329.86,0.54,0.51,2026-08-28,729,N,VIIRS,n,2.0NRT,290.37,4.86,D
29.08413,88.01273,331.12,0.39,0.36,2026-08-28,731,N,VIIRS,l,2.0NRT,304.21,2.79,D
29.13515,89.25123,330.31,0.42,0.38,2026-08-28,731,N,VIIRS,l,2.0NRT,305.02,3.97,D
9.27846,78.39858,336.74,0.57,0.69,2026-08-28,905,N,VIIRS,n,2.0NRT,293.77,6.18,D
9.33079,77.52433,334.37,0.5,0.66,2026-08-28,905,N,VIIRS,n,2.0NRT,297.58,4.97,D
9.33131,77.52667,334.29,0.5,0.66,2026-08-28,905,N,VIIRS,n,2.0NRT,297.26,1.72,D
9.4159,77.509,332.41,0.5,0.66,2026-08-28,905,N,VIIRS,n,2.0NRT,296.85,1.46,D
9.41621,77.50993,334.29,0.5,0.66,2026-08-28,905,N,VIIRS,n,2.0NRT,297.25,2.78,D
22.92944,70.106,336.34,0.49,0.48,2026-08-28,907,N,VIIRS,n,2.0NRT,295.78,4.39,D
24.84141,68.06506,342.24,0.39,0.44,2026-08-28,909,N,VIIRS,n,2.0NRT,304.84,3.72,D
25.9428,72.19143,351.1,0.36,0.57,2026-08-28,909,N,VIIRS,n,2.0NRT,296.52,18.43,D
25.94312,72.19508,367,0.36,0.57,2026-08-28,909,N,VIIRS,h,2.0NRT,302.25,21.83,D
25.94344,72.1987,330.75,0.36,0.57,2026-08-28,909,N,VIIRS,n,2.0NRT,298.95,21.83,D
29.27192,71.18018,356.76,0.34,0.56,2026-08-28,909,N,VIIRS,n,2.0NRT,299.7,4.02,D
29.27299,71.17931,347.95,0.34,0.56,2026-08-28,909,N,VIIRS,n,2.0NRT,299.55,3.38,D
